adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords,crew,characters,actors
False,"{'id': 52984, 'name': 'National Treasure Collection', 'poster_path': '/z5EIRaI8XS0brelYwDFEVlxcpzM.jpg', 'backdrop_path': '/a0GLVfaDSf5GNZKK5H4FgGCD2VW.jpg'}",130000000,"Action, Adventure, Mystery, Thriller",http://disney.go.com/disneypictures/nationaltreasure/,6637,tt0465234,en,National Treasure: Book of Secrets,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",12.854373,/sHr05tz70r7y8A6XrdCBsHPK7tF.jpg,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Junction Entertainment, Sparkler Entertainment, NT2 Productions",United States of America,2007-12-13,457363168.0,124.0,"Latin, English, Français",Released,The Greatest Adventure History Has Ever Revealed,National Treasure: Book of Secrets,False,6.1,1782.0,"paris, london england, assassination, mount rushmore national memorial, riddle, father son relationship, assassin, usa president, wife husband relationship, gold, secret, treasure, family history, buckingham palace, treasure hunt, history, archaeologist, american civil war, archeology , secret formula","Jerry Bruckheimer, Ted Elliott, Terry Rossio, Chad Oman, William Goldenberg, John Schwartzman, Trevor Rabin, Judianna Makovsky, Barry H. Waldman, Jon Turteltaub, Jon Turteltaub, Oren Aviv, Charles Segars, Charles Segars, Cormac Wibberley, Marianne Wibberley, David Rennie, Dominic Watkins, Gregory Poirier, Amir Mokri, Angie Jones","Benjamin Franklin Gates, Patrick Gates, Agent Sadusky, Mitch Wilkinson, Abigail Chase, Riley Poole, Emily Appleton, USA President, Connor, Dr. Nichols, Thomas Gates, Celebrity Music Star, John Wilkes Booth, Daniel, Seth, FBI Agent Spellman, FBI Agent Hendricks, Michael O'Laughlen, Charles Gates, Agent Craig, Agent Hopper, Agent Hammer, Agent Sledge, Agent Tyme, Lincoln Conspiracy Kid, Palace Guard Haggis, Control Room Guard, Control Room Guard, Lady Customer, Girl Customer, Jacqueline, Angry College Girl, Press Secretary, Deputy Press Secretary, Asst. Press Secretary, Press Secretary's Secretary, Costa Mesa Quarterback, Frank, Air Force General, FBI Agent Steppes, FBI Agent Cade, Tourist on Toilet, Palace Guide, Abraham Lincoln, Mrs. Mountchessington, Asa Trenchard, Major Rathbone, Barkeeper, Beer Truck Driver, Taxi Passenger, Snooty Historian, Range Rover Owner","Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha, Helen Mirren, Bruce Greenwood, Ty Burrell, Albert Hall, Joel Gretsch, Randy Travis, Christian Camargo, Michael Maize, Timothy V. Murphy, Alicia Coppola, Armando Riesco, Brent Briscoe, William Brent, Michael Manuel, Brad Rowe, Troy Winbush, Billy Devlin, Richard Cutting, Zachary Gordon, Peter Woodward, Oliver Muirhead, Larry Cedar, Alicia Leigh Willis, Rachel Cora Wood, Lisa Marie Sheldon, Natalie Dreyfuss, Michael Stone Forrest, David E. Goodman, Susan Lynskey, Patricia DiZebba, Grant Thompson, Frank Herzog, Eric Carlson, Emerson Brooks, Tim Talman, Stephen Hibbert, Emily Joyce, Glenn Beck, Susan Beresford, Demetri Goritsas, C.C. Smiff, David Ury, Peter Miles, Ben Homewood, Michael McCafferty, Hans Georg Struhar"
False,"{'id': 115762, 'name': 'AVP Collection', 'poster_path': '/zrApSsUX9i0qVntcCD0Pp55TdCy.jpg', 'backdrop_path': '/c5ccDw4lcTUnYGdCxc2yEl8PjTk.jpg'}",40000000,"Fantasy, Action, Science Fiction, Thriller, Horror",http://www.avp-r.com/,440,tt0758730,en,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",10.793324,/bpA5nTpqb6qLWYwmyN61dViKrRt.jpg,"Twentieth Century Fox Film Corporation, Dune Entertainment, Davis Entertainment, Brandywine Productions",United States of America,2007-12-25,41797066.0,94.0,English,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,False,4.9,758.0,"predator, national guard, hybrid, alien, morgue, alien possession, triangle, infestation, xenomorph","David Giler, Jim Thomas, John Thomas, Walter Hill, John Davis, Dan O'Bannon, Ronald Shusett, Heike Brandstatter, Coreen Mayrs, Colin Strause, Colin Strause, Greg Strause, Shane Salerno, Brian Tyler, Daniel Pearl, Dan Zimmerman, Mindy Marin, Andrew Neskoromny, Angus Strathie, Ron Bartlett, Helen Jarvis, James Bamford, Shane Vieau, Chris Beach, Eric Flickinger, J.J. Makaro, Andrew Li, Martina Javorova, Dan O'Connell, Joe Lisanti, John T. Cucci, Doug Hemphill, Don Reddy, Stuart Haggerty, Ryan Chavez, Kelly Moon, Sharon Thompson, Jay Wilkinson, Tony Lazarowich, Wayne MacConnell, Matthew Pomerantz, John Beatty, Terry Weaver, Niki Charalambopoulo, Renee Dundas, Janette Hyland, Roderick MacDonald, Ryan Ostiguy, Giovanni Pasqua, Camar Sterling, Jessee J. Clarkson, Jack Gauvreau, Jim Brookshire, Benjamin Beardwood, Mohsen Eletreby, Rob Hodgson, Eric Mises-Rosenfeld, Kendrick Wallace, James Dittiger, Niall Fraser, Ian Seabrook, Sylvia Nablo, S. Steven Sach, Hans Bjerno, Leonard F.W. Green, Patrick Ramsay, Jena Niquidet","Dallas Howard, Kelly O'Brien, Sheriff Eddie Morales, Molly O'Brien, Tim, Jesse, Col. Stevens, Dale, Alien, Predator, Darcy, Curtis, Mark, Carrie, Buddy, Sam, Nathan, Ricky, Tina, Nurse Helen, Pregnant Sue, Nick, Drew, Deputy Ray, Deputy Joe, Ms. Y, Scotty, Mr. Thomas, Lt. Wood, Earl, Dr. Lennon, Karl, Ritchie, Homeless Harry, Truck Driver, Special Forces Commander, National Guard, ER Resident Doc, Pregnant Woman, Pregnant Woman","Steven Pasquale, Reiko Aylesworth, John Ortiz, Ariel Gade, Sam Trammell, Kristen Hager, Robert Joy, David Paetkau, Tom Woodruff Jr., Ian Whyte, Chelah Horsdal, Meshach Peters, Matt Ward, Gina Holden, Kurt Max Runte, Liam James, Ty Olsson, Johnny Lewis, Catherine Lough Haggquist, Rekha Sharma, Victoria Bidewell, Michal Suchánek, David Hornsby, Chris William Martin, James Chutter, Françoise Yip, Juan Riedinger, Tim Perez, Dalias Blake, Rainbow Francks, Tim Henry, Tom McBeath, Anthony Harrison, Lloyd Berry, Ryan Robbins, Curtis Caravaggio, Glen Brkich, Adrian Hough, Jay-Lyn Green, Lili Wexu"
False,"{'id': 74508, 'name': '[REC] Collection', 'poster_path': '/jTA37dMZVUFej20EoM5SomKtnYi.jpg', 'backdrop_path': '/rDzuccVBZSyNVQ26hTRT0DvneVA.jpg'}",1500000,"Horror, Mystery",http://www.3l-filmverleih.de/rec,8329,tt1038988,es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,8.504511,/lLSXs26iZe0aIzYrobr3FruUG36.jpg,Filmax,Spain,2007-04-10,30448000.0,78.0,"日本語, Español",Released,One witness. One camera,[REC],False,7.1,954.0,"terror, obsession, camcorder, firemen, religion and supernatural, reality tv, bite, cinematographer, attempt to escape, lodger, live-reportage, found footage","Julio Fernández, David Gallart, Carlos Fernández, Pablo Rosso, Jaume Balagueró, Jaume Balagueró, Paco Plaza, Paco Plaza, Luis Berdejo, Alberto Marini, Gemma Fauria, Xavier Mas, Glòria Viguer, Martí Roca, Teresa Gefaell, Cristina Campos, Oriol Maymó, Nuria Muni, Albert Roca, Marc Orts, Oriol Tarragó, Anna Vilà, Jesús L. Pérez Villar, Alberto Álvarez, Marc Vives, David Ambit, Álex Villagrasa, Fran Cruz, Quique Cañadas, Marga Villalonga, Gérard Estival","Ángela Vidal, Manu, Conchita Izquierdo, Alex, César, Marcos, Polizist, Guillem, Sergio, Abuela, Abuelo, Madre histérica, Jennifer, Niña Medeiros, Médico, Japonesa, Japonés, Chica colombiana, Pablo (voice), (voice) (uncredited)","Manuela Velasco, Ferran Terraza, Martha Carbonell, David Vert, Carlos Lasarte, Pablo Rosso, Vicente Gil, Carlos Vicente, Jorge Yamam, María Teresa Ortega, Manuel Bronchud, Maria Lanau, Claudia Silva, Javier Botet, Ben Temple, Akemi Goto, Kao Chen-Min, Ana Isabel Velásquez, Javier Coromina, Pep Sais"
False,"{'id': 122922, 'name': 'In the Name of the King Collection', 'poster_path': '/kxqvnKbKX2MW2xfeGAGvlFSECSj.jpg', 'backdrop_path': '/rJaHFKkYvtnjjJ58L9W5KgYxA6w.jpg'}",60000000,"Adventure, Fantasy, Action, Drama",http://www.inthenameoftheking.com/,2312,tt0460780,en,In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",6.502566,/bV18YaqIQh0aeOWnfkOvD0iqfUJ.jpg,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions","Canada, Germany, United States of America",2007-11-29,0.0,127.0,English,Released,Rise and fight,In the Name of the King: A Dungeon Siege Tale,False,4.1,227.0,"fictional place, monster, loss of family, new love, hero, love of one's life, magic, fairy tale, villain, kingdom, enchantment, bad power, son, heir to the throne, motherly love, wizardry, revenge, royalty, family, based on video game, medieval","Uwe Boll, Jason Rappaport, Jason Rappaport, Doug Taylor, Mathias Neumann, Paul Klassen, David M. Richardson, Sandy Walker, Toni Burroughs-Rutter, Carla Hetland, Sally Barnes, Jennifer Beebe, Beth Boxall, Brandon Baker, Wolfgang Herold, Chet Holmes, Dan Clarke, Michael Roesch, Peter Scheerer, Jonathan Shore, Jessica de Rooij, Henning Lohner, James Steuart, Roxanne Methot, Dan Stroncak, Maureen Webb, Shawn Williamson, Eyde Belasco","Farmer, Merick, Gallian, Muriella, King Konreid, Norick, Tarish, Elora, Duke Fallow, Solana, General Backler, Talwyn, Delinda, Trumaine, Crying Woman, Handmaiden, Bastian, Caravan Slave #1, Caravan Slave #2","Jason Statham, John Rhys-Davies, Ray Liotta, Leelee Sobieski, Burt Reynolds, Ron Perlman, Brian J. White, Kristanna Loken, Matthew Lillard, Claire Forlani, Mike Dopud, Tania Saulnier, Gabrielle Rose, Terence Kelly, Carrie Fleming, Eva Padberg, Will Sanderson, Jacqueline Ann Steuart, Travis MacDonald"
False,"{'id': 124901, 'name': 'Hatchet Collection', 'poster_path': '/5bfVy15nzU4Q9rX3bekEadpy8CR.jpg', 'backdrop_path': '/f3q5nrEJrhRFr0c2proh8Q9x4xx.jpg'}",0,"Comedy, Horror",http://www.hatchetmovie.com/,11908,tt0422401,en,Hatchet,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",8.956081,/yiCFJJuUJUD2aDws8iNjnDc91zu.jpg,ArieScope Pictures,United States of America,2006-04-27,0.0,83.0,English,Released,Stay out of the swamp.,Hatchet,False,5.7,161.0,"new orleans, alligator, male friendship, ax, swampf, serial killer","Christopher Roth, Adam Green, Adam Green, Scott Altomare, Sarah Elbert, Roman Kindrachuk, Andrew Mysko, Cory Neal, Andy Garfield, Will Barratt","Ben, Marybeth, Marcus, Victor Crowley, Misty, Shawn, Doug Shapiro, Jenna, Jim Permatteo, Shannon Permatteo, Sampson, Ainsley, Reverend Zombie, Jack Cracker, Young Victor Crowley","Joel David Moore, Tamara Feldman, Deon Richmond, Kane Hodder, Mercedes McNab, Parry Shen, Joel Murray, Joleigh Fioravanti, Richard Riehle, Patrika Darbo, Robert Englund, Joshua Leonard, Tony Todd, John Carl Buechler, Rileah Vanderbilt"
False,"{'id': 126580, 'name': 'One Missed Call Collection', 'poster_path': '/gzyRPYJz8UEKAhhzEqbDu53RkwY.jpg', 'backdrop_path': '/p5Vwy8xLo7AQqpNN0vlawQbqJDd.jpg'}",20000000,"Horror, Mystery, Thriller",http://onemissedcallmovie.warnerbros.com/,6933,tt0479968,en,One Missed Call,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",11.104479,/qdGRVppdGVzV0P8fa8c9Aeae3J6.jpg,"Intermedia Films, Alcon Entertainment, Kadokawa Pictures, Equity Pictures Medienfonds GmbH & Co. KG IV","Germany, Japan, United States of America",2008-01-04,0.0,87.0,English,Released,What will it sound like when you die?,One Missed Call,False,4.7,174.0,"candy, loss of sister, mobile phone, answering machine, dying and death, victim, death of a friend, sms, asthma, friendship, police, delusion, remake, cowardliness, train","Johnny Klimek, Reinhold Heil, Nancy Nayor, Steve Mirkovich, Kevin Crehan, Scott Kroopf, Jennie Lew Tugend, Sandra Hernandez, Kami Asgar, Kelly Wagner, Christina Ann Wilson, Glen MacPherson, Broderick Johnson, Andrew A. Kosove, Eric Valette, Andrew Klavan, Yasushi Akimoto, Lauren Weissman, Timothy M. Bourne, Timothy M. Bourne, Martin Schuermann, Josef Lautenschlager, Andreas Thiesmeyer, Shinya Egawa, Laurence Bennett, Shay Griffin, Douglas L. Hill, Whit Norris, Beau Borders, Yolanda T. Cochran, Tommy Lockett, Alicia Accardo, Deb Adair, Rick Grayson, Cedar Valentine, Deva Anderson, Tateum Kohut, Nila Neukum, Guy D'Alema, Frank Galline, Gregor Wilson","Beth Raymond, Jack Andrews, Taylor Anthony, Ted Summers, Leann Cole, Brian Sousa, Ray Purvis, Mickey Lee, Shelley Baum, Marie Layton, Monster Marie, Ellie Layton, Monster Ellie, Laurel Layton, Mrs. Ford, Child Beth, Gary, Dr. Julie Cohn, Dr. Painter, Maddie","Shannyn Sossamon, Edward Burns, Ana Claudia Talancón, Ray Wise, Azura Skye, Johnny Lewis, Jason Beghe, Margaret Cho, Meagan Good, Rhoda Griffis, Dawn Dininger, Ariel Winter, Sarah Jean Kubik, Raegan Lamb, Karen Beyer, Alana Locke, Dave Spector, Mary Lynn Owen, Roy McCrerey, Kate Kneeland"
False,"{'id': 5039, 'name': 'Rambo Collection', 'poster_path': '/feGOEOVrOLyjtEnVa88rQLgD3XY.jpg', 'backdrop_path': '/Yt2ZxbJv2HM842B6FNMr59Vhyb.jpg'}",50000000,"Action, Thriller",http://www.rambofilm.com/,7555,tt0462499,en,Rambo,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",9.91556,/ec1m7YgBYb4os06OSNW3QBaNYqZ.jpg,"Nu Image Films, Lionsgate, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG IV","Germany, United States of America",2008-01-24,113244290.0,92.0,"English, , ภาษาไทย",Released,Heroes never die... They just reload.,Rambo,False,6.4,1009.0,"missionary, river, boat, pastor, snake, fight, border, mercenary, thailand, burma, war, weapon, sequel","Bob Weinstein, Harvey Weinstein, Brian Tyler, Sheila Jaffe, Peter Block, Sylvester Stallone, Sylvester Stallone, Kevin King Templeton, Sean Albertson, Franco-Giacomo Carbone, Boaz Davidson, David Morrell, Avi Lerner, George Furla, Randall Emmett, John Thompson, Glen MacPherson, Trevor Short, Danny Dimbort, Josef Lautenschlager, Andreas Thiesmeyer, Art Monterastelli, Joachim Sturmes, Christopher Petzel, Jon Feltheimer, Kevin Bernhardt, Russell D. Markowitz, Lizz Wolf, Matthew O'Toole, Scott Eddo, Suchartanun 'Kai' Kuladee, Florian Lechner","John Rambo, Sarah, School Boy, Diaz, Reese, En-Joo, Lt. Aye, Michael Burnett, Arthur Marsh, Lewis, Jeff, Dentist, Videographer, Preacher, Snake Hunter #1, Snake Hunter #2, Pirate Leader, Myint, Tint","Sylvester Stallone, Julie Benz, Matthew Marsden, Reynaldo Gallegos, Jake La Botz, Tim Kang, Aung Aay Noi, Paul Schulze, Ken Howard, Graham McTavish, Cameron Pearson, Thomas Peterson, Tony Skarberg, James With, Shaliew 'Lek' Bamrungbun, Kasikorn Niyompattana, Aung Theng, Supakorn Kitsuwon, Maung Maung Khin"
False,"{'id': 264335, 'name': 'The Eye Collection', 'poster_path': '/8kPLIuWZatb3krc4l16pnkfokjo.jpg', 'backdrop_path': '/rki7UPSFEaUPuitlQ9Iq421p137.jpg'}",12000000,"Drama, Horror, Thriller",http://www.theeyethefilm.com,9030,tt0406759,en,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",8.233662,/iFeK07UppNGNtvooixF5lZudhWk.jpg,"Paramount Vantage, VN Productions",United States of America,2008-02-01,56309766.0,98.0,"Español, English",Released,How can you believe your eyes when they're not yours?,The Eye,False,5.5,284.0,"sister sister relationship, blindness and impaired vision, eye operation, eyesight, dying and death, eye, classical music, sister, eye specialist, remake","Jeff Jur, Marco Beltrami, James H. Spencer, Paula Wagner, Peter Block, Mike Elliott, Sebastian Gutierrez, Doug Davison, Roy Lee, Patrick Lussier, Michael Paseornek, Michael Dennison, Tom Ortenberg, David Moreau, Xavier Palud, Don Granger, Michelle Manning, Peter Chan, Darren Miller, Jack L. Murray, Allen Hall","Sydney Wells, Dr. Paul Faulkner, Helen Wells, Simon McCullough, Ana Christina Martinez, Dr. Haskins, Miguel, Rosa Martinez, Alicia Millstone, Mrs. Cheung, Mrs. Hillman, Little Girl","Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija, Fernanda Romero, Obba Babatundé, Danny Mora, Rachel Ticotin, Chloë Grace Moretz, Tamlyn Tomita, Karen Austin, Mia Stallard"
False,"{'id': 286177, 'name': 'Footsoldier Collection', 'poster_path': '/ecsYKWJ4sjNVCWZR947SaQgVW82.jpg', 'backdrop_path': '/qEO2IQcBy3nzcYbrLZlIVJJMEdl.jpg'}",4000000,"Action, Adventure, Crime, Drama, Thriller",http://www.riseofthefootsoldier.co.uk/,13054,tt0901507,en,Rise of the Footsoldier,Rise of the Footsoldier follows the inexorable rise of Carlton Leach from one of the most feared generals of the football terraces to becoming a member of a notorious gang of criminals who rampaged their way through London and Essex in the late eighties and early nineties.,11.397219,/iPJdTZ9pe7fjo4rB6YgsLDLOgO6.jpg,"Carnaby International, Hanover Films",United Kingdom,2007-09-07,0.0,119.0,English,Released,Based on the Shocking True Story,Rise of the Footsoldier,False,6.8,80.0,"hooligan, crime, drug","Steve Daly, Julie Dunne, Julian Gilbey, Julian Gilbey, Will Gilbey, Ali Asad, Sandy McLelland, Hayley Nebauer, Mike Loveday, David Shead, Ian McIntyre, Ross Cullum","Carlton Leach, Tony Tucker, Pat Tate, Craig Rolfe, Denny, Darren Nicholls, Mickey Steele, Jimmy Gerenuk, Kate Carter, Eddie, Karen, Kelly, Jack Whomes, Rob, Terry","Ricci Harnett, Terry Stone, Craig Fairbrass, Roland Manookian, Coralie Rose, Neil Maskell, Billy Murray, Ian Virgo, Kierston Wareing, Patrick Regis, Lara Belmont, Emily Beecham, Frank Harper, Jason Maza, Mark Killeen"
False,"{'id': 96682, 'name': 'Zeitgeist Collection', 'poster_path': '/zegp5qMeFmJY6ImUllNKDFCNSwD.jpg', 'backdrop_path': None}",7000000,"Documentary, History",http://www.zeitgeistmovie.com,13016,tt1166827,en,Zeitgeist,"Zeitgeist: the Movie is a 2007 documentary film by Peter Joseph examining possible historical and modern conspiracies surrounding Christianity, the September 11, 2001 terrorist attacks and the Federal Reserve bank. It was officially released online on June 18, 2007 on www.ZeitgeistMovie.com",4.777597,/wYMpPrFXLDjxn48mXm3OiaC9Drq.jpg,Gentle Machine Productions LLC,United States of America,2007-06-01,0.0,118.0,English,Released,,Zeitgeist,False,7.0,173.0,"corruption, world war ii, economic theory, adolf hitler, economy, war on terror, banking, george w. bush, elite, conspiracy theory","Peter Joseph, Peter Joseph, Peter Joseph",,
False,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}",185000000,"Drama, Action, Crime, Thriller",http://thedarkknight.warnerbros.com/dvdsite/,155,tt0468569,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy","United Kingdom, United States of America",2008-07-16,1004558444.0,152.0,"English, 普通话",Released,Why So Serious?,The Dark Knight,False,8.3,12269.0,"dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman","Lucinda Syson, Hans Zimmer, Charles Roven, Christopher Nolan, Christopher Nolan, Christopher Nolan, Jonathan Nolan, Emma Thomas, Wally Pfister, John Papsidera, James Newton Howard, David S. Goyer, Bob Kane, Lee Smith, Lorne Orleans, Michael Uslan, Benjamin Melniker, Mark Bartholomew, Lindy Hemming, Steven Lawrence, John Caglione Jr., Nathan Crowley, Kevin Kavanaugh, Naaman Marshall, Paul Jennings, Thomas Tull, Peter Lando, Kevin Kaska, Rick Avery, Kevin De La Noy, Jordan Goldberg, Craig Jackson, Gary Rizzo, Bill Finger, Bruce Fowler, Jeff Atmajian, Jessie Graff, Jim Wilkey, James Hambidge, Hugo Weng, Richard M. Daley, Simon Lamont, Lora Hirschberg, Rick Le Fevour, Brian Christensen, Richard King, Richard King, Michael Magill, Jerry Robinson, Steve Gehrke, Doug Hemphill, Michael W. Mitchell, Stephen Vaughan, Bob Gorelick, Bob Gorelick, Jenne Lee, Alyson Dee Moore, Daniel Pinder, Alex Gibson, Mark Mottram, Mira Husseini, Janice Alexander, Deena Adair, Michael Babcock, Nancy Hancock, Donald Likovich, Kimberley Spiteri, Sue Robb-King, Nicholas Gall, Patrick Caulfield, Brad Dechter, Jim Boulden, Bob Hall, Dennis Davidson, Ed Novick, Tom Struthers, Tom McComas, David Orr, Nilo Otero, David E. Hall, Conor O'Sullivan","Bruce Wayne / Batman, Alfred Pennyworth, Joker, Harvey Dent, James Gordon, Rachel Dawes, Lucius Fox, Ramirez, Wuertz, Lau, Mayor, Maroni, Dr. Jonathan Crane / Scarecrow, Chechen, Engel, Stephens, Loeb, Reese, Barbara Gordon, James Gordon, Bank Manager, Rossi, Dopey, Happy, Gambol, Grumpy, Chuckles, Drug Dealer, Drug Buyer, Junkie, Natascha, Crime Boss, LSI VP, Judge Surrillo, Brian, Man No. 1, Man No. 2, Assistant DA, Thug at Party, Gentleman at Party, Male Guest, Female Guest, Judge Freel, Maroni's Mistress, Gambol's Bodyguard (as Chucky Venn), Gambol's Bodyguard (as Winston Ellis), Joker's Thug, Reporter, Heckler, Cop Heckler, Acting Commissioner, Officer at Intersection, Convoy Leader, Fat Thug, Murphy, Cop with Fat Thug, Medic, Cop at 250 52nd St., Nurse, Polk, Berg, Cop at Hospital, Bartender, Civilian, First Mate, Prison Ferry Pilot, Guard Commander, Businessman, Mother, Passenger, Passenger, Passenger, Passenger, Passenger, SWAT Sniper, SWAT Leader, Prisoner on Ferry, Tattooed Prisoner, Reporter #3, Evans, Honor Guard Man, Uniform Cop, Bounty Hunter, Bounty Hunter, Fox's Secretary, Passenger Ferry Pilot, Guardsman, Warden, Corrections Officer, Prisoner, Prisoner, Prisoner, Prisoner, Hong Kong Detective, Honor Guard Leader, Gordon's Daughter, Armored Car SWAT, Waiter (uncredited), Bank Patron (uncredited), Party Guest (uncredited), Party Guest with Glass (uncredited), Party Guest (uncredited), Lau Henchman (uncredited), Paramedic (uncredited), Chechen Gangster (uncredited), Press Conference Heckler (uncredited), Pedestrian (uncredited), Ferry Passenger (uncredited), Police Officer (uncredited), Prisoner (uncredited), Immigrant Ferry Passenger (uncredited), Shotgun SWAT (uncredited), Parade Police Officer (uncredited), Maroni's Henchman (uncredited), Assistant D.A. (uncredited), Police Sgt. Spellman / Gotham Bomb Squad (uncredited), Helicopter SWAT Sniper (uncredited), Ferry Passenger (uncredited), Officer (uncredited), Joker's Thug #2 (uncredited), Prisoner (uncredited), Party Guest (uncredited), Angry Hospital Relative (uncredited), Evacuee (uncredited), High-Ranking Police Official (uncredited), Extra (uncredited), Dept. of Corrections Resident (uncredited), Detective (uncredited), Police Officer (uncredited), Chechen's Bodyguard (uncredited), Detective (uncredited), Party Guest (uncredited), Major Crime Unit Detective (uncredited), Party Staff (uncredited)","Christian Bale, Michael Caine, Heath Ledger, Aaron Eckhart, Gary Oldman, Maggie Gyllenhaal, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Chin Han, Nestor Carbonell, Eric Roberts, Cillian Murphy, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, William Fichtner, Michael Vieau, Michael Stoyanov, William Smillie, Michael Jai White, Danny Goldring, Matthew O'Neill, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston G. Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joseph Luis Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Wilson, Tommy Campbell, Craig Heaney, Lorna Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tom Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Kyles, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin, Jon Lee Brody, Debbi Burns, Maritza Cabrera, Shirin Caiola, Laura Chernicky, Henry Milton Chu, Kelli Clevenger, Richard Divizio, Tony Domino, David Fultz, Natalie Hallam, Jordon Hodges, Erron Jay, Daniel Jefferson, Nicky Katt, Thomas Kosik, Don Kress, Tim Krueger, Dan Latham, Tom McComas, James Mellor, Joseph Oliveira, Buster Reeves, Peter Rnic, Amit Shah, Michelle Shields, Sofiya Smirnova, Bruce Spielbauer, Robert Patrick Stern, Robert Stone, Richard Strobel, Tom Townsend, John Turk, John Warman, Erik A. Williams, Chris Wilson, Kevin Zaideman"
